seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr7	157367210	157367314	105	*	X097373	406945	157367028	157367114	87	-	95	upstream	95	MIR153-2
chr7	157369075	157369209	135	*	X097374	406945	157367028	157367114	87	-	1960	upstream	1960	MIR153-2
chr7	158380784	158380867	84	*	X097658	5799	157331750	158380482	1048733	-	301	upstream	301	PTPRN2
chr7	158381086	158381407	322	*	X097659	5799	157331750	158380482	1048733	-	603	upstream	603	PTPRN2
chr7	158381566	158381872	307	*	X097660	5799	157331750	158380482	1048733	-	1083	upstream	1083	PTPRN2
chr7	158381993	158382127	135	*	X097661	5799	157331750	158380482	1048733	-	1510	upstream	1510	PTPRN2
chr7	158382211	158382832	622	*	X097662	5799	157331750	158380482	1048733	-	1728	upstream	1728	PTPRN2
chr7	158382211	158382832	622	*	X097662	100847032	158384308	158384388	81	+	1475	upstream	1475	MIR5707
chr8	682847	682996	150	*	X097729	157697	614200	681226	67027	-	1620	upstream	1620	ERICH1
chr8	683207	683341	135	*	X097730	157697	614200	681226	67027	-	1980	upstream	1980	ERICH1
chr8	685697	685917	221	*	X097733	619343	687587	1087777	400191	+	1669	upstream	1669	NA
chr8	687028	687238	211	*	X097734	619343	687587	1087777	400191	+	348	upstream	348	NA
chr8	1252213	1252317	105	*	X097886	286083	1244294	1250827	6534	-	1385	upstream	1385	LOC286083
chr8	1991075	1991239	165	*	X098029	9172	1993158	2093380	100223	+	1918	upstream	1918	MYOM2
chr8	1991281	1991415	135	*	X098030	9172	1993158	2093380	100223	+	1742	upstream	1742	MYOM2
chr8	1991551	1991670	120	*	X098031	9172	1993158	2093380	100223	+	1487	upstream	1487	MYOM2
chr8	1992616	1992735	120	*	X098032	9172	1993158	2093380	100223	+	422	upstream	422	MYOM2
chr8	1992907	1993026	120	*	X098033	9172	1993158	2093380	100223	+	131	upstream	131	MYOM2
chr8	6691978	6692217	240	*	X098183	100652791	6693076	6699975	6900	+	858	upstream	858	GS1-24F4.2
chr8	6692248	6692502	255	*	X098184	100652791	6693076	6699975	6900	+	573	upstream	573	GS1-24F4.2
chr8	6692623	6693072	450	*	X098185	100652791	6693076	6699975	6900	+	3	upstream	3	GS1-24F4.2
chr8	6692623	6693072	450	*	X098185	389610	6666041	6693166	27126	-	0	inside	93	XKR5
chr8	6693148	6693312	165	*	X098186	100652791	6693076	6699975	6900	+	0	inside	71	GS1-24F4.2
chr8	6693148	6693312	165	*	X098186	389610	6666041	6693166	27126	-	0	overlapStart	0	XKR5
chr8	6693829	6694143	315	*	X098187	389610	6666041	6693166	27126	-	662	upstream	662	XKR5
chr8	6736282	6736401	120	*	X098199	1672	6728097	6735529	7433	-	752	upstream	752	DEFB1
chr8	6817668	6817802	135	*	X098227	449492	6816811	6817683	873	-	0	overlapStart	0	DEFA9P
chr8	6876556	6876625	70	*	X098231	728358	6873391	6875823	2433	-	732	upstream	732	DEFA1B
chr8	6914312	6914431	120	*	X098241	1670	6912829	6914259	1431	-	52	upstream	52	DEFA5
chr8	7625564	7625683	120	*	X098252	441328	7627106	7628835	1730	+	1422	upstream	1422	FAM90A10P
chr8	8084025	8084153	129	*	X098258	286042	8086092	8102387	16296	+	1938	upstream	1938	FAM86B3P
chr8	9010517	9010666	150	*	X098260	79660	8993764	9009152	15389	-	1364	upstream	1364	PPP1R3B
chr8	9182475	9182609	135	*	X098281	157273	9182561	9192590	10030	+	0	overlapStart	0	LOC157273
chr8	10381218	10381352	135	*	X098426	203074	10383056	10411676	28621	+	1703	upstream	1703	PRSS55
chr8	10381591	10381725	135	*	X098427	203074	10383056	10411676	28621	+	1330	upstream	1330	PRSS55
chr8	10382268	10382537	270	*	X098428	203074	10383056	10411676	28621	+	518	upstream	518	PRSS55
chr8	10383112	10383396	285	*	X098429	203074	10383056	10411676	28621	+	0	inside	55	PRSS55
chr8	10512867	10513076	210	*	X098459	94137	10463860	10512617	48758	-	249	upstream	249	RP1L1
chr8	10514545	10514679	135	*	X098460	94137	10463860	10512617	48758	-	1927	upstream	1927	RP1L1
chr8	11534347	11534586	240	*	X098745	2626	11534468	11617509	83042	+	0	overlapStart	0	GATA4
chr8	11534641	11534748	108	*	X098746	2626	11534468	11617509	83042	+	0	inside	172	GATA4
chr8	11832145	11832241	97	*	X098773	613210	11831446	11832108	663	-	36	upstream	36	DEFB136
chr8	11853616	11853675	60	*	X098778	613211	11851489	11853760	2272	-	0	inside	84	DEFB134
chr8	11986852	11986986	135	*	X098789	392196	11985367	11986806	1440	-	45	upstream	45	LOC392196
chr8	11991554	11991703	150	*	X098790	392197	11989926	11991518	1593	-	35	upstream	35	USP17L7
chr8	12613167	12613190	24	*	X098822	91694	12579406	12612992	33587	-	174	upstream	174	LONRF1
chr8	12613296	12613445	150	*	X098823	91694	12579406	12612992	33587	-	303	upstream	303	LONRF1
chr8	12650312	12650420	109	*	X098828	101409254	12651752	12675800	24049	+	1331	upstream	1331	LINC00681
chr8	12651614	12651793	180	*	X098829	101409254	12651752	12675800	24049	+	0	overlapStart	0	LINC00681
chr8	12669138	12669257	120	*	X098834	340357	12623571	12668910	45340	-	227	upstream	227	LOC340357
chr8	12669896	12669972	77	*	X098835	340357	12623571	12668910	45340	-	985	upstream	985	LOC340357
chr8	15095812	15095931	120	*	X098898	137868	13947373	15095792	1148420	-	19	upstream	19	SGCZ
chr8	15096542	15096691	150	*	X098899	137868	13947373	15095792	1148420	-	749	upstream	749	SGCZ
chr8	15096917	15097036	120	*	X098900	137868	13947373	15095792	1148420	-	1124	upstream	1124	SGCZ
chr8	16859333	16859527	195	*	X098942	26281	16850334	16859674	9341	-	0	inside	146	FGF20
chr8	16860224	16860358	135	*	X098943	26281	16850334	16859674	9341	-	549	upstream	549	FGF20
chr8	17012725	17012844	120	*	X098945	51201	17013836	17080241	66406	+	991	upstream	991	ZDHHC2
chr8	17353953	17354072	120	*	X098965	6542	17354597	17428077	73481	+	524	upstream	524	SLC7A2
chr8	17354597	17354762	166	*	X098966	6542	17354597	17428077	73481	+	0	inside	0	SLC7A2
chr8	17354807	17355181	375	*	X098967	6542	17354597	17428077	73481	+	0	inside	209	SLC7A2
chr8	20042009	20042158	150	*	X099081	6570	20002366	20040717	38352	-	1291	upstream	1291	SLC18A1
chr8	20112682	20112951	270	*	X099093	11178	20103676	20112803	9128	-	0	overlapStart	0	LZTS1
chr8	20113460	20113482	23	*	X099094	11178	20103676	20112803	9128	-	656	upstream	656	LZTS1
chr8	20113910	20114044	135	*	X099095	11178	20103676	20112803	9128	-	1106	upstream	1106	LZTS1
chr8	20114270	20114404	135	*	X099096	11178	20103676	20112803	9128	-	1466	upstream	1466	LZTS1
chr8	20830526	20830798	273	*	X099374	286114	20831497	20852630	21134	+	698	upstream	698	LINC02153
chr8	20831041	20831175	135	*	X099375	286114	20831497	20852630	21134	+	321	upstream	321	LINC02153
chr8	21646038	21646187	150	*	X099595	2675	21549530	21646346	96817	-	0	inside	158	GFRA2
chr8	21646253	21646415	163	*	X099596	2675	21549530	21646346	96817	-	0	overlapStart	0	GFRA2
chr8	21646690	21646897	208	*	X099597	2675	21549530	21646346	96817	-	343	upstream	343	GFRA2
chr8	21646923	21647158	236	*	X099598	2675	21549530	21646346	96817	-	576	upstream	576	GFRA2
chr8	21647310	21647317	8	*	X099599	2675	21549530	21646346	96817	-	963	upstream	963	GFRA2
chr8	21647494	21647898	405	*	X099600	2675	21549530	21646346	96817	-	1147	upstream	1147	GFRA2
chr8	21647944	21648048	105	*	X099601	2675	21549530	21646346	96817	-	1597	upstream	1597	GFRA2
chr8	21648053	21648172	120	*	X099602	2675	21549530	21646346	96817	-	1706	upstream	1706	GFRA2
chr8	22013900	22014125	226	*	X099638	203190	22004343	22014344	10002	-	0	inside	218	LGI3
chr8	22014393	22014499	107	*	X099639	203190	22004343	22014344	10002	-	48	upstream	48	LGI3
chr8	22014393	22014499	107	*	X099639	6440	22016234	22021991	5758	+	1734	upstream	1734	SFTPC
chr8	22015756	22016095	340	*	X099640	203190	22004343	22014344	10002	-	1411	upstream	1411	LGI3
chr8	22015756	22016095	340	*	X099640	6440	22016234	22021991	5758	+	138	upstream	138	SFTPC
chr8	22550557	22550602	46	*	X099654	1960	22545174	22550815	5642	-	0	inside	212	EGR3
chr8	22551312	22551446	135	*	X099655	1960	22545174	22550815	5642	-	496	upstream	496	EGR3
chr8	22551537	22551705	169	*	X099656	1960	22545174	22550815	5642	-	721	upstream	721	EGR3
chr8	24769261	24769333	73	*	X099795	4741	24771274	24776606	5333	+	1940	upstream	1940	NEFM
chr8	24770161	24770445	285	*	X099796	4741	24771274	24776606	5333	+	828	upstream	828	NEFM
chr8	24770560	24770619	60	*	X099797	4741	24771274	24776606	5333	+	654	upstream	654	NEFM
chr8	24770633	24770727	95	*	X099798	4741	24771274	24776606	5333	+	546	upstream	546	NEFM
chr8	27115536	27115670	135	*	X100101	81551	27093814	27115903	22090	-	0	inside	232	STMN4
chr8	27115680	27115754	75	*	X100102	81551	27093814	27115903	22090	-	0	inside	148	STMN4
chr8	27116372	27116506	135	*	X100103	81551	27093814	27115903	22090	-	468	upstream	468	STMN4
chr8	27116670	27116723	54	*	X100104	81551	27093814	27115903	22090	-	766	upstream	766	STMN4
chr8	27117287	27117496	210	*	X100105	81551	27093814	27115903	22090	-	1383	upstream	1383	STMN4
chr8	27336550	27336794	245	*	X100120	1135	27317278	27336813	19536	-	0	inside	18	CHRNA2
chr8	27337080	27337229	150	*	X100121	1135	27317278	27336813	19536	-	266	upstream	266	CHRNA2
chr8	27337335	27337454	120	*	X100122	1135	27317278	27336813	19536	-	521	upstream	521	CHRNA2
chr8	27338445	27338549	105	*	X100123	1135	27317278	27336813	19536	-	1631	upstream	1631	CHRNA2
chr8	27338770	27338889	120	*	X100124	1135	27317278	27336813	19536	-	1956	upstream	1956	CHRNA2
chr8	28174591	28174884	294	*	X100138	5368	28174649	28200868	26220	+	0	overlapStart	0	PNOC
chr8	30890156	30890317	162	*	X100166	7486	30890778	31031277	140500	+	460	upstream	460	WRN
chr8	31496126	31496260	135	*	X100211	3084	31496911	32622558	1125648	+	650	upstream	650	NRG1
chr8	31496567	31496701	135	*	X100212	3084	31496911	32622558	1125648	+	209	upstream	209	NRG1
chr8	31497159	31497456	298	*	X100213	3084	31496911	32622558	1125648	+	0	inside	247	NRG1
chr8	33457000	33457164	165	*	X100244	78986	33448854	33457439	8586	-	0	inside	274	DUSP26
chr8	33457345	33457479	135	*	X100245	78986	33448854	33457439	8586	-	0	overlapStart	0	DUSP26
chr8	35092628	35093115	488	*	X100291	137970	35092975	35652181	559207	+	0	overlapStart	0	UNC5D
chr8	37551517	37551644	128	*	X100354	80139	37553301	37556396	3096	+	1656	upstream	1656	ZNF703
chr8	37823991	37824167	177	*	X100369	155	37820514	37824184	3671	-	0	inside	16	ADRB3
chr8	37824201	37824512	312	*	X100370	155	37820514	37824184	3671	-	16	upstream	16	ADRB3
chr8	39695456	39695605	150	*	X100400	2515	39601255	39695808	94554	-	0	inside	202	ADAM2
chr8	40754991	40755092	102	*	X100405	79698	40388111	40755343	367233	-	0	inside	250	ZMAT4
chr8	40756843	40756962	120	*	X100406	79698	40388111	40755343	367233	-	1499	upstream	1499	ZMAT4
chr8	41754801	41754900	100	*	X100472	286	41510744	41754280	243537	-	520	upstream	520	ANK1
chr8	41754927	41755256	330	*	X100473	286	41510744	41754280	243537	-	646	upstream	646	ANK1
chr8	41755422	41755565	144	*	X100474	286	41510744	41754280	243537	-	1141	upstream	1141	ANK1
chr8	49647485	49647679	195	*	X100533	79645	49623351	49647870	24520	-	0	inside	190	EFCAB1
chr8	49647725	49647829	105	*	X100534	79645	49623351	49647870	24520	-	0	inside	40	EFCAB1
chr8	53477579	53477728	150	*	X100592	389658	53446597	53478021	31425	-	0	inside	292	ALKAL1
chr8	53477999	53478238	240	*	X100593	389658	53446597	53478021	31425	-	0	overlapStart	0	ALKAL1
chr8	53478584	53478748	165	*	X100594	389658	53446597	53478021	31425	-	562	upstream	562	ALKAL1
chr8	53851680	53851919	240	*	X100612	2831	53852468	53853454	987	+	548	upstream	548	NPBWR1
chr8	53852101	53852220	120	*	X100613	2831	53852468	53853454	987	+	247	upstream	247	NPBWR1
chr8	54163661	54163990	330	*	X100644	4986	54138276	54164194	25919	-	0	inside	203	OPRK1
chr8	54164051	54164186	136	*	X100645	4986	54138276	54164194	25919	-	0	inside	7	OPRK1
chr8	54164393	54164440	48	*	X100646	4986	54138276	54164194	25919	-	198	upstream	198	OPRK1
chr8	54165121	54165255	135	*	X100647	4986	54138276	54164194	25919	-	926	upstream	926	OPRK1
chr8	55370538	55370792	255	*	X100684	64321	55370495	55373456	2962	+	0	inside	42	SOX17
chr8	56013224	56013373	150	*	X100742	114786	56015017	56438710	423694	+	1643	upstream	1643	XKR4
chr8	56013831	56014565	735	*	X100743	114786	56015017	56438710	423694	+	451	upstream	451	XKR4
chr8	56014602	56014708	107	*	X100744	114786	56015017	56438710	423694	+	308	upstream	308	XKR4
chr8	56014906	56015081	176	*	X100745	114786	56015017	56438710	423694	+	0	overlapStart	0	XKR4
chr8	56015157	56015221	65	*	X100746	114786	56015017	56438710	423694	+	0	inside	139	XKR4
chr8	57122537	57122656	120	*	X100831	79145	57124315	57131176	6862	+	1658	upstream	1658	CHCHD7
chr8	57122867	57123061	195	*	X100832	79145	57124315	57131176	6862	+	1253	upstream	1253	CHCHD7
chr8	57123294	57123303	10	*	X100833	79145	57124315	57131176	6862	+	1011	upstream	1011	CHCHD7
chr8	57233065	57233334	270	*	X100856	195814	57212570	57233241	20672	-	0	overlapStart	0	SDR16C5
chr8	57233500	57233694	195	*	X100857	195814	57212570	57233241	20672	-	258	upstream	258	SDR16C5
chr8	57233920	57234054	135	*	X100858	195814	57212570	57233241	20672	-	678	upstream	678	SDR16C5
chr8	57358829	57359370	542	*	X100863	5179	57353513	57359282	5770	-	0	overlapStart	0	PENK
chr8	57359489	57359655	167	*	X100864	5179	57353513	57359282	5770	-	206	upstream	206	PENK
chr8	57360014	57360238	225	*	X100865	5179	57353513	57359282	5770	-	731	upstream	731	PENK
chr8	57472283	57472417	135	*	X100875	100507632	57430878	57472382	41505	-	0	overlapStart	0	LINC00968
chr8	57472722	57472886	165	*	X100876	100507632	57430878	57472382	41505	-	339	upstream	339	LINC00968
chr8	58129819	58130073	255	*	X100915	100507651	58131648	58145388	13741	+	1574	upstream	1574	LINC01606
chr8	58131079	58131213	135	*	X100916	100507651	58131648	58145388	13741	+	434	upstream	434	LINC01606
chr8	58905811	58905945	135	*	X100942	90362	58907113	59062277	155165	+	1167	upstream	1167	FAM110B
chr8	58906741	58906843	103	*	X100943	90362	58907113	59062277	155165	+	269	upstream	269	FAM110B
chr8	58907079	58907254	176	*	X100944	90362	58907113	59062277	155165	+	0	overlapStart	0	FAM110B
chr8	58907371	58907505	135	*	X100945	90362	58907113	59062277	155165	+	0	inside	257	FAM110B
chr8	60031497	60031601	105	*	X100975	9760	59717977	60031767	313791	-	0	inside	165	TOX
chr8	60032523	60032534	12	*	X100976	9760	59717977	60031767	313791	-	755	upstream	755	TOX
chr8	61589493	61589627	135	*	X101021	55636	61591324	61780586	189263	+	1696	upstream	1696	CHD7
chr8	61880244	61880363	120	*	X101035	100130298	61878680	61880307	1628	-	0	overlapStart	0	LOC100130298
chr8	61882179	61882262	84	*	X101036	100130298	61878680	61880307	1628	-	1871	upstream	1871	LOC100130298
chr8	62198885	62198989	105	*	X101128	157807	62200525	62414204	213680	+	1535	upstream	1535	CLVS1
chr8	63998302	63998451	150	*	X101202	7274	63972048	63998612	26565	-	0	inside	160	TTPA
chr8	65291631	65291750	120	*	X101230	406908	65291706	65291814	109	+	0	overlapStart	0	MIR124-2
chr8	65291804	65291948	145	*	X101231	406908	65291706	65291814	109	+	0	overlapEnd	97	MIR124-2
chr8	65494433	65494537	105	*	X101240	401463	65486866	65494445	7580	-	0	overlapStart	0	LOC401463
chr8	65494660	65494794	135	*	X101241	401463	65486866	65494445	7580	-	214	upstream	214	LOC401463
chr8	65494885	65495169	285	*	X101242	401463	65486866	65494445	7580	-	439	upstream	439	LOC401463
chr8	67091063	67091191	129	*	X101269	1392	67088612	67090846	2235	-	216	upstream	216	CRH
chr8	67874576	67874695	120	*	X101272	100129654	67858736	67874825	16090	-	0	inside	129	TCF24
chr8	67874831	67875085	255	*	X101273	100129654	67858736	67874825	16090	-	5	upstream	5	TCF24
chr8	69242995	69243159	165	*	X101315	116328	69242957	69731258	488302	+	0	inside	37	C8orf34
chr8	69243550	69243684	135	*	X101316	286189	69215703	69243726	28024	-	0	inside	41	C8orf34-AS1
chr8	69244443	69244554	112	*	X101317	286189	69215703	69243726	28024	-	716	upstream	716	C8orf34-AS1
chr8	69244652	69244799	148	*	X101318	286189	69215703	69243726	28024	-	925	upstream	925	C8orf34-AS1
chr8	69245448	69245484	37	*	X101319	286189	69215703	69243726	28024	-	1721	upstream	1721	C8orf34-AS1
chr8	70747112	70747404	293	*	X101360	81796	70584568	70747299	162732	-	0	overlapStart	0	SLCO5A1
chr8	70747967	70748116	150	*	X101361	81796	70584568	70747299	162732	-	667	upstream	667	SLCO5A1
chr8	70749010	70749144	135	*	X101362	81796	70584568	70747299	162732	-	1710	upstream	1710	SLCO5A1
chr8	70983574	70983837	264	*	X101371	63978	70963886	70983562	19677	-	11	upstream	11	PRDM14
chr8	70983976	70984020	45	*	X101372	63978	70963886	70983562	19677	-	413	upstream	413	PRDM14
chr8	70984316	70984457	142	*	X101373	63978	70963886	70983562	19677	-	753	upstream	753	PRDM14
chr8	72987331	72987540	210	*	X101452	8989	72933486	72987819	54334	-	0	inside	278	TRPA1
chr8	72987976	72988104	129	*	X101453	8989	72933486	72987819	54334	-	156	upstream	156	TRPA1
chr8	73163518	73163697	180	*	X101462	392232	73117534	73163869	46336	-	0	inside	171	LOC392232
chr8	73164028	73164267	240	*	X101463	392232	73117534	73163869	46336	-	158	upstream	158	LOC392232
chr8	73165616	73165765	150	*	X101464	392232	73117534	73163869	46336	-	1746	upstream	1746	LOC392232
chr8	73447368	73447652	285	*	X101468	9312	73449626	73850584	400959	+	1973	upstream	1973	KCNB2
chr8	73448898	73449246	349	*	X101469	9312	73449626	73850584	400959	+	379	upstream	379	KCNB2
chr8	73449639	73449647	9	*	X101470	9312	73449626	73850584	400959	+	0	inside	12	KCNB2
chr8	73449768	73449887	120	*	X101471	9312	73449626	73850584	400959	+	0	inside	141	KCNB2
chr8	74005532	74005930	399	*	X101517	157869	73976778	74005507	28730	-	24	upstream	24	SBSPON
chr8	74007026	74007175	150	*	X101518	157869	73976778	74005507	28730	-	1518	upstream	1518	SBSPON
chr8	74172597	74172645	49	*	X101545	100130301	74153659	74171737	18079	-	859	upstream	859	C8orf89
chr8	74173572	74173841	270	*	X101546	100130301	74153659	74171737	18079	-	1834	upstream	1834	C8orf89
chr8	75233934	75233942	9	*	X101594	56704	75146939	75233562	86624	-	371	upstream	371	JPH1
chr8	75233969	75234103	135	*	X101595	56704	75146939	75233562	86624	-	406	upstream	406	JPH1
chr8	75896207	75896386	180	*	X101605	83690	75896708	75946793	50086	+	321	upstream	321	CRISPLD1
chr8	75896449	75896649	201	*	X101606	83690	75896708	75946793	50086	+	58	upstream	58	CRISPLD1
chr8	75896700	75896941	242	*	X101607	83690	75896708	75946793	50086	+	0	overlapStart	0	CRISPLD1
chr8	77595627	77595830	204	*	X101611	100192378	77523114	77595510	72397	-	116	upstream	116	ZFHX4-AS1
chr8	77595862	77595996	135	*	X101612	100192378	77523114	77595510	72397	-	351	upstream	351	ZFHX4-AS1
chr8	79427565	79427714	150	*	X101616	5569	79428336	79517502	89167	+	621	upstream	621	PKIA
chr8	79427805	79427924	120	*	X101617	5569	79428336	79517502	89167	+	411	upstream	411	PKIA
chr8	79428090	79428209	120	*	X101618	5569	79428336	79517502	89167	+	126	upstream	126	PKIA
chr8	79428225	79428419	195	*	X101619	5569	79428336	79517502	89167	+	0	overlapStart	0	PKIA
chr8	79428495	79428794	300	*	X101620	5569	79428336	79517502	89167	+	0	inside	158	PKIA
chr8	80679890	80679982	93	*	X101665	23462	80676245	80680098	3854	-	0	inside	115	HEY1
chr8	81788280	81788429	150	*	X101688	619279	81540686	81787016	246331	-	1263	upstream	1263	ZNF704
chr8	81788703	81788837	135	*	X101689	619279	81540686	81787016	246331	-	1686	upstream	1686	ZNF704
chr8	82024470	82024547	78	*	X101708	55824	81880046	82024303	144258	-	166	upstream	166	PAG1
chr8	82025478	82025627	150	*	X101709	55824	81880046	82024303	144258	-	1174	upstream	1174	PAG1
chr8	85094697	85094846	150	*	X101764	138046	85095453	85834078	738626	+	606	upstream	606	RALYL
chr8	85095007	85095171	165	*	X101765	138046	85095453	85834078	738626	+	281	upstream	281	RALYL
chr8	85095312	85095446	135	*	X101766	138046	85095453	85834078	738626	+	6	upstream	6	RALYL
chr8	86019344	86019636	293	*	X101773	85444	86019323	86058314	38992	+	0	inside	20	LRRCC1
chr8	86350619	86350768	150	*	X101793	761	86351056	86361267	10212	+	287	upstream	287	CA3
chr8	86350829	86351008	180	*	X101794	761	86351056	86361267	10212	+	47	upstream	47	CA3
chr8	86376204	86376427	224	*	X101796	760	86376131	86393721	17591	+	0	inside	72	CA2
chr8	87081684	87081707	24	*	X101823	85481	87060691	87081851	21161	-	0	inside	143	PSKH2
chr8	91232557	91232676	120	*	X101852	100874052	91233716	91400187	166472	+	1039	upstream	1039	LINC00534
chr8	94030316	94030414	99	*	X101894	286144	93895758	94029901	134144	-	414	upstream	414	TRIQK
chr8	96145225	96145293	69	*	X101943	79666	96145949	96168913	22965	+	655	upstream	655	PLEKHF2
chr8	96145434	96145551	118	*	X101944	79666	96145949	96168913	22965	+	397	upstream	397	PLEKHF2
chr8	97172987	97172999	13	*	X102049	392255	97154558	97173020	18463	-	0	inside	20	GDF6
chr8	97173443	97173571	129	*	X102050	392255	97154558	97173020	18463	-	422	upstream	422	GDF6
chr8	97173804	97174201	398	*	X102051	392255	97154558	97173020	18463	-	783	upstream	783	GDF6
chr8	97173662	97173730	69	*	X102052	392255	97154558	97173020	18463	-	641	upstream	641	GDF6
chr8	97174382	97174501	120	*	X102053	392255	97154558	97173020	18463	-	1361	upstream	1361	GDF6
chr8	97174952	97175043	92	*	X102054	392255	97154558	97173020	18463	-	1931	upstream	1931	GDF6
chr8	100906779	100906898	120	*	X102145	1345	100890223	100906242	16020	-	536	upstream	536	COX6C
chr8	103135722	103136092	371	*	X102182	100847001	103137660	103137743	84	+	1567	upstream	1567	MIR5680
chr8	104166461	104166695	235	*	X102196	100422992	104166842	104166917	76	+	146	upstream	146	MIR3151
chr8	104166816	104166955	140	*	X102197	100422992	104166842	104166917	76	+	0	includeFeature	0	MIR3151
chr8	104299411	104299499	89	*	X102233	100499183	104177737	104298135	120399	-	1275	upstream	1275	BAALC-AS1
chr8	104510873	104511082	210	*	X102237	9699	104512976	105266656	753681	+	1893	upstream	1893	RIMS2
chr8	104511173	104512027	855	*	X102238	9699	104512976	105266656	753681	+	948	upstream	948	RIMS2
chr8	104512088	104512126	39	*	X102239	9699	104512976	105266656	753681	+	849	upstream	849	RIMS2
chr8	104512396	104512515	120	*	X102240	9699	104512976	105266656	753681	+	460	upstream	460	RIMS2
chr8	104512538	104512987	450	*	X102241	9699	104512976	105266656	753681	+	0	overlapStart	0	RIMS2
chr8	104513243	104513422	180	*	X102242	9699	104512976	105266656	753681	+	0	inside	266	RIMS2
chr8	105479299	105479303	5	*	X102274	1807	105391652	105479277	87626	-	21	upstream	21	DPYS
chr8	105480474	105480743	270	*	X102275	1807	105391652	105479277	87626	-	1196	upstream	1196	DPYS
chr8	106329770	106329874	105	*	X102300	23414	106331147	106816767	485621	+	1272	upstream	1272	ZFPM2
chr8	106330205	106330220	16	*	X102301	23414	106331147	106816767	485621	+	926	upstream	926	ZFPM2
chr8	106330567	106330973	407	*	X102302	23414	106331147	106816767	485621	+	173	upstream	173	ZFPM2
chr8	106331195	106331389	195	*	X102303	23414	106331147	106816767	485621	+	0	inside	47	ZFPM2
chr8	109799590	109799724	135	*	X102385	157753	109619079	109799770	180692	-	0	inside	45	TMEM74
chr8	110374754	110374783	30	*	X102390	93035	110374706	110543500	168795	+	0	inside	47	PKHD1L1
chr8	110703624	110703728	105	*	X102407	55638	110586405	110704020	117616	-	0	inside	291	SYBU
chr8	110703839	110703988	150	*	X102408	55638	110586405	110704020	117616	-	0	inside	31	SYBU
chr8	110704109	110704243	135	*	X102409	55638	110586405	110704020	117616	-	88	upstream	88	SYBU
chr8	110705154	110705281	128	*	X102410	55638	110586405	110704020	117616	-	1133	upstream	1133	SYBU
chr8	110705899	110706048	150	*	X102411	55638	110586405	110704020	117616	-	1878	upstream	1878	SYBU
chr8	110987792	110988086	295	*	X102423	27012	110979233	110988076	8844	-	0	overlapStart	0	KCNV1
chr8	110988107	110988256	150	*	X102424	27012	110979233	110988076	8844	-	30	upstream	30	KCNV1
chr8	116681557	116681785	229	*	X102431	7227	116420724	116681228	260505	-	328	upstream	328	TRPS1
chr8	117888708	117888842	135	*	X102465	5885	117858173	117887105	28933	-	1602	upstream	1602	RAD21
chr8	117888708	117888842	135	*	X102465	100500914	117886967	117887039	73	-	1668	upstream	1668	MIR3610
chr8	119632903	119633037	135	*	X102546	552860	119633240	119738306	105067	+	202	upstream	202	SAMD12-AS1
chr8	119633847	119633936	90	*	X102548	401474	119201695	119634234	432540	-	0	inside	297	SAMD12
chr8	119634020	119634072	53	*	X102549	401474	119201695	119634234	432540	-	0	inside	161	SAMD12
chr8	119964228	119964602	375	*	X102556	4982	119935796	119964383	28588	-	0	overlapStart	0	TNFRSF11B
chr8	120219374	120219478	105	*	X102562	114569	120220610	120257914	37305	+	1131	upstream	1131	MAL2
chr8	120220304	120220572	269	*	X102563	114569	120220610	120257914	37305	+	37	upstream	37	MAL2
chr8	120220751	120220814	64	*	X102564	114569	120220610	120257914	37305	+	0	inside	140	MAL2
chr8	120220845	120221054	210	*	X102565	114569	120220610	120257914	37305	+	0	inside	234	MAL2
chr8	120427014	120427133	120	*	X102571	4856	120428552	120436678	8127	+	1418	upstream	1418	CCN3
chr8	120427974	120428228	255	*	X102572	4856	120428552	120436678	8127	+	323	upstream	323	CCN3
chr8	120428325	120428633	309	*	X102573	4856	120428552	120436678	8127	+	0	overlapStart	0	CCN3
chr8	120428814	120428918	105	*	X102574	4856	120428552	120436678	8127	+	0	inside	261	CCN3
chr8	120651137	120651286	150	*	X102576	5168	120569317	120651106	81790	-	30	upstream	30	ENPP2
chr8	121136252	121136326	75	*	X102590	7373	121137347	121384273	246927	+	1020	upstream	1020	COL14A1
chr8	121137121	121137345	225	*	X102591	7373	121137347	121384273	246927	+	1	upstream	1	COL14A1
chr8	121137391	121137510	120	*	X102592	7373	121137347	121384273	246927	+	0	inside	43	COL14A1
chr8	121823899	121824078	180	*	X102626	6641	121547985	121824309	276325	-	0	inside	230	SNTB1
chr8	121824113	121824277	165	*	X102627	6641	121547985	121824309	276325	-	0	inside	31	SNTB1
chr8	121824293	121824753	461	*	X102628	6641	121547985	121824309	276325	-	0	overlapStart	0	SNTB1
chr8	121825279	121825503	225	*	X102629	6641	121547985	121824309	276325	-	969	upstream	969	SNTB1
chr8	123791882	123791995	114	*	X102674	22882	123793901	123986755	192855	+	1905	upstream	1905	ZHX2
chr8	127570528	127570656	129	*	X102779	157638	127564683	127570711	6029	-	0	inside	54	LRATD2
chr8	127571353	127571472	120	*	X102780	157638	127564683	127570711	6029	-	641	upstream	641	LRATD2
chr8	133072099	133072248	150	*	X102867	729330	133036467	133071627	35161	-	471	upstream	471	OC90
